Sequence_ID,Sim_95,Sim_90,Sim_70,Sim_50,Sim_40,Sim_30
EColi1988_0,C95_EColi1988_0,C90_EColi1988_0,C70_EColi1988_0,C50_EColi1988_0,C40_EColi1988_0,C30_EColi1988_0
EColi1989_2,C95_EColi1989_2,C90_EColi1989_2,C70_EColi1989_2,C50_EColi1989_2,C40_EColi4025_2,C30_EColi4025_2
EColi1990_2,C95_EColi1990_2,C90_EColi1990_2,C70_EColi1990_2,C50_EColi1990_2,C40_EColi5454_2,C30_EColi4695_0
EColi1991_1,C95_EColi1991_1,C90_EColi1991_1,C70_EColi1991_1,C50_EColi1991_1,C40_EColi1991_1,C30_EColi1991_1
EColi1992_2,C95_EColi1992_2,C90_EColi1992_2,C70_EColi1992_2,C50_EColi1992_2,C40_EColi2205_2,C30_EColi3083_2
EColi1993_1,C95_EColi1993_1,C90_EColi1993_1,C70_EColi1993_1,C50_EColi1993_1,C40_EColi1993_1,C30_EColi1993_1
EColi1994_1,C95_EColi1994_1,C90_EColi1994_1,C70_EColi1994_1,C50_EColi1994_1,C40_EColi1994_1,C30_EColi3793_0
EColi1995_0,C95_EColi1995_0,C90_EColi1995_0,C70_EColi1995_0,C50_EColi1995_0,C40_EColi3285_0,C30_EColi3285_0
EColi1996_1,C95_EColi1996_1,C90_EColi1996_1,C70_EColi1996_1,C50_EColi1996_1,C40_EColi1647_1,C30_EColi1647_1
EColi1997_2,C95_EColi1997_2,C90_EColi1997_2,C70_EColi1997_2,C50_EColi1997_2,C40_EColi1997_2,C30_EColi1997_2
EColi1998_2,C95_EColi1998_2,C90_EColi1998_2,C70_EColi1998_2,C50_EColi1998_2,C40_EColi1998_2,C30_EColi1998_2
EColi1999_2,C95_EColi1999_2,C90_EColi1999_2,C70_EColi1999_2,C50_EColi1999_2,C40_EColi4614_0,C30_EColi4860_0
EColi2100_1,C95_EColi2100_1,C90_EColi2100_1,C70_EColi2100_1,C50_EColi2100_1,C40_EColi3381_1,C30_EColi3381_1
EColi2101_1,C95_EColi2101_1,C90_EColi2101_1,C70_EColi2101_1,C50_EColi2101_1,C40_EColi2101_1,C30_EColi2101_1
EColi2102_2,C95_EColi2102_2,C90_EColi2102_2,C70_EColi2102_2,C50_EColi2102_2,C40_EColi4694_0,C30_EColi4694_0
EColi2103_1,C95_EColi2103_1,C90_EColi2103_1,C70_EColi2103_1,C50_EColi2103_1,C40_EColi4043_1,C30_EColi4043_1
EColi2104_1,C95_EColi2104_1,C90_EColi2104_1,C70_EColi2104_1,C50_EColi2104_1,C40_EColi2104_1,C30_EColi4300_1
EColi2105_2,C95_EColi2105_2,C90_EColi2105_2,C70_EColi2105_2,C50_EColi2105_2,C40_EColi2105_2,C30_EColi2105_2
EColi2106_2,C95_EColi2106_2,C90_EColi2106_2,C70_EColi2106_2,C50_EColi2106_2,C40_EColi2106_2,C30_EColi2106_2
EColi2107_1,C95_EColi2107_1,C90_EColi2107_1,C70_EColi2107_1,C50_EColi2107_1,C40_EColi2107_1,C30_EColi2107_1
EColi2108_2,C95_EColi2108_2,C90_EColi2108_2,C70_EColi2108_2,C50_EColi2108_2,C40_EColi84_2,C30_EColi84_2
EColi2109_2,C95_EColi2109_2,C90_EColi2109_2,C70_EColi2109_2,C50_EColi2109_2,C40_EColi3391_1,C30_EColi3391_1
EColi2110_1,C95_EColi2110_1,C90_EColi2110_1,C70_EColi2110_1,C50_EColi2110_1,C40_EColi2110_1,C30_EColi2110_1
EColi2111_0,C95_EColi2111_0,C90_EColi2111_0,C70_EColi2111_0,C50_EColi2111_0,C40_EColi2111_0,C30_EColi2111_0
EColi2112_0,C95_EColi2112_0,C90_EColi2112_0,C70_EColi2112_0,C50_EColi2112_0,C40_EColi2112_0,C30_EColi2112_0
EColi2113_1,C95_EColi2113_1,C90_EColi2113_1,C70_EColi2113_1,C50_EColi2113_1,C40_EColi2113_1,C30_EColi2113_1
EColi2114_0,C95_EColi2114_0,C90_EColi2114_0,C70_EColi2114_0,C50_EColi2114_0,C40_EColi2114_0,C30_EColi5309_0
EColi2115_1,C95_EColi2115_1,C90_EColi2115_1,C70_EColi2115_1,C50_EColi2115_1,C40_EColi5906_2,C30_EColi5947_0
EColi2116_1,C95_EColi2116_1,C90_EColi2116_1,C70_EColi2116_1,C50_EColi2116_1,C40_EColi4930_1,C30_EColi4930_1
EColi2117_1,C95_EColi2117_1,C90_EColi2117_1,C70_EColi2117_1,C50_EColi111_2,C40_EColi111_2,C30_EColi111_2
EColi2118_1,C95_EColi2118_1,C90_EColi2118_1,C70_EColi2118_1,C50_EColi2118_1,C40_EColi1425_0,C30_EColi1425_0
EColi2119_1,C95_EColi2119_1,C90_EColi2119_1,C70_EColi2119_1,C50_EColi2079_2,C40_EColi6029_0,C30_EColi6029_0
EColi2120_2,C95_EColi2120_2,C90_EColi2120_2,C70_EColi2120_2,C50_EColi2120_2,C40_EColi6029_0,C30_EColi6029_0
EColi2121_2,C95_EColi2121_2,C90_EColi2121_2,C70_EColi2121_2,C50_EColi2121_2,C40_EColi6029_0,C30_EColi6029_0
EColi2122_1,C95_EColi2122_1,C90_EColi2122_1,C70_EColi2122_1,C50_EColi2122_1,C40_EColi2122_1,C30_EColi1332_2
EColi2123_1,C95_EColi2123_1,C90_EColi2123_1,C70_EColi2123_1,C50_EColi2123_1,C40_EColi2123_1,C30_EColi2123_1
EColi2124_2,C95_EColi2124_2,C90_EColi2124_2,C70_EColi2124_2,C50_EColi2124_2,C40_EColi2124_2,C30_EColi1264_0
EColi2125_2,C95_EColi2125_2,C90_EColi2125_2,C70_EColi2125_2,C50_EColi2125_2,C40_EColi2125_2,C30_EColi5680_0
EColi2126_1,C95_EColi2126_1,C90_EColi2126_1,C70_EColi2126_1,C50_EColi2126_1,C40_EColi2126_1,C30_EColi2126_1
EColi2127_2,C95_EColi2127_2,C90_EColi2127_2,C70_EColi2127_2,C50_EColi2127_2,C40_EColi2127_2,C30_EColi5769_1
EColi2128_2,C95_EColi2128_2,C90_EColi2128_2,C70_EColi2128_2,C50_EColi2128_2,C40_EColi2128_2,C30_EColi1631_2
EColi2129_1,C95_EColi2129_1,C90_EColi2129_1,C70_EColi2129_1,C50_EColi3855_1,C40_EColi3855_1,C30_EColi3855_1
EColi2130_1,C95_EColi2130_1,C90_EColi2130_1,C70_EColi2130_1,C50_EColi2130_1,C40_EColi5931_2,C30_EColi5931_2
EColi2131_1,C95_EColi2131_1,C90_EColi2131_1,C70_EColi2131_1,C50_EColi2131_1,C40_EColi3584_2,C30_EColi888_1
EColi2132_2,C95_EColi2132_2,C90_EColi2132_2,C70_EColi2132_2,C50_EColi2132_2,C40_EColi892_1,C30_EColi2132_2
EColi2133_2,C95_EColi2133_2,C90_EColi2133_2,C70_EColi2133_2,C50_EColi2133_2,C40_EColi2133_2,C30_EColi2133_2
EColi2134_0,C95_EColi2134_0,C90_EColi2134_0,C70_EColi2134_0,C50_EColi2134_0,C40_EColi2134_0,C30_EColi1650_1
EColi2135_2,C95_EColi2135_2,C90_EColi2135_2,C70_EColi2135_2,C50_EColi2135_2,C40_EColi2135_2,C30_EColi2135_2
EColi2136_0,C95_EColi2136_0,C90_EColi2136_0,C70_EColi2136_0,C50_EColi2136_0,C40_EColi2136_0,C30_EColi2136_0
EColi2137_1,C95_EColi2137_1,C90_EColi2137_1,C70_EColi2137_1,C50_EColi2137_1,C40_EColi2137_1,C30_EColi2137_1
EColi2138_1,C95_EColi2138_1,C90_EColi2138_1,C70_EColi2138_1,C50_EColi299_2,C40_EColi1319_0,C30_EColi4434_2
EColi2139_1,C95_EColi2139_1,C90_EColi2139_1,C70_EColi2139_1,C50_EColi2139_1,C40_EColi2139_1,C30_EColi2139_1
EColi2140_1,C95_EColi2140_1,C90_EColi2140_1,C70_EColi2140_1,C50_EColi2140_1,C40_EColi2140_1,C30_EColi2140_1
EColi2141_1,C95_EColi2141_1,C90_EColi2141_1,C70_EColi2141_1,C50_EColi2141_1,C40_EColi2141_1,C30_EColi3595_2
EColi2142_1,C95_EColi2142_1,C90_EColi2142_1,C70_EColi2142_1,C50_EColi2142_1,C40_EColi2142_1,C30_EColi2142_1
EColi2143_1,C95_EColi2143_1,C90_EColi2143_1,C70_EColi2143_1,C50_EColi2143_1,C40_EColi2143_1,C30_EColi2143_1
EColi2144_1,C95_EColi2144_1,C90_EColi2144_1,C70_EColi2144_1,C50_EColi2144_1,C40_EColi3261_0,C30_EColi3261_0
EColi2145_2,C95_EColi2145_2,C90_EColi2145_2,C70_EColi2145_2,C50_EColi2145_2,C40_EColi2145_2,C30_EColi3610_0
EColi2146_2,C95_EColi2146_2,C90_EColi2146_2,C70_EColi2146_2,C50_EColi2146_2,C40_EColi2146_2,C30_EColi3854_1
EColi2147_2,C95_EColi2147_2,C90_EColi2147_2,C70_EColi2147_2,C50_EColi2147_2,C40_EColi2147_2,C30_EColi2147_2
EColi2148_1,C95_EColi2148_1,C90_EColi2148_1,C70_EColi2148_1,C50_EColi2148_1,C40_EColi2182_1,C30_EColi1997_2
EColi2149_1,C95_EColi2149_1,C90_EColi2149_1,C70_EColi2149_1,C50_EColi2149_1,C40_EColi2149_1,C30_EColi2149_1
EColi2150_2,C95_EColi2150_2,C90_EColi2150_2,C70_EColi2150_2,C50_EColi542_2,C40_EColi542_2,C30_EColi542_2
EColi2151_0,C95_EColi2151_0,C90_EColi2151_0,C70_EColi2151_0,C50_EColi2151_0,C40_EColi2151_0,C30_EColi2151_0
EColi2152_0,C95_EColi2152_0,C90_EColi2152_0,C70_EColi2152_0,C50_EColi2152_0,C40_EColi2152_0,C30_EColi2152_0
EColi2153_2,C95_EColi2153_2,C90_EColi2153_2,C70_EColi2153_2,C50_EColi2153_2,C40_EColi1644_2,C30_EColi2076_2
EColi2154_2,C95_EColi2154_2,C90_EColi2154_2,C70_EColi2154_2,C50_EColi2154_2,C40_EColi2154_2,C30_EColi2154_2
EColi2155_1,C95_EColi2155_1,C90_EColi2155_1,C70_EColi2155_1,C50_EColi2155_1,C40_EColi2155_1,C30_EColi2155_1
EColi2156_2,C95_EColi2156_2,C90_EColi2156_2,C70_EColi2156_2,C50_EColi2156_2,C40_EColi5905_2,C30_EColi5905_2
EColi2157_1,C95_EColi2157_1,C90_EColi2157_1,C70_EColi2157_1,C50_EColi2157_1,C40_EColi2157_1,C30_EColi6017_1
EColi2158_2,C95_EColi2158_2,C90_EColi2158_2,C70_EColi2158_2,C50_EColi2158_2,C40_EColi2158_2,C30_EColi2166_2
EColi2159_0,C95_EColi2159_0,C90_EColi2159_0,C70_EColi2159_0,C50_EColi2159_0,C40_EColi2050_1,C30_EColi2050_1
EColi2160_1,C95_EColi2160_1,C90_EColi2160_1,C70_EColi2160_1,C50_EColi2160_1,C40_EColi4965_1,C30_EColi4965_1
EColi2161_1,C95_EColi2161_1,C90_EColi2161_1,C70_EColi2161_1,C50_EColi2161_1,C40_EColi2161_1,C30_EColi2161_1
EColi2162_2,C95_EColi2162_2,C90_EColi2162_2,C70_EColi2162_2,C50_EColi2162_2,C40_EColi2162_2,C30_EColi2162_2
EColi2163_0,C95_EColi2163_0,C90_EColi2163_0,C70_EColi2163_0,C50_EColi2163_0,C40_EColi2163_0,C30_EColi2163_0
EColi2164_1,C95_EColi2164_1,C90_EColi2164_1,C70_EColi2164_1,C50_EColi2164_1,C40_EColi2164_1,C30_EColi2164_1
EColi2165_2,C95_EColi2165_2,C90_EColi2165_2,C70_EColi2165_2,C50_EColi2165_2,C40_EColi2165_2,C30_EColi2165_2
EColi2166_2,C95_EColi2166_2,C90_EColi2166_2,C70_EColi2166_2,C50_EColi2166_2,C40_EColi2166_2,C30_EColi2166_2
EColi2167_1,C95_EColi2167_1,C90_EColi2167_1,C70_EColi2167_1,C50_EColi2726_0,C40_EColi6029_0,C30_EColi6029_0
EColi2168_1,C95_EColi2168_1,C90_EColi2168_1,C70_EColi2168_1,C50_EColi2168_1,C40_EColi2168_1,C30_EColi2168_1
EColi2169_2,C95_EColi2169_2,C90_EColi2169_2,C70_EColi2169_2,C50_EColi2726_0,C40_EColi6029_0,C30_EColi6029_0
EColi2170_2,C95_EColi2170_2,C90_EColi2170_2,C70_EColi2170_2,C50_EColi2170_2,C40_EColi2170_2,C30_EColi2170_2
EColi2171_2,C95_EColi2171_2,C90_EColi2171_2,C70_EColi2171_2,C50_EColi2171_2,C40_EColi2171_2,C30_EColi3263_1
EColi2172_1,C95_EColi2172_1,C90_EColi2172_1,C70_EColi2172_1,C50_EColi2172_1,C40_EColi2172_1,C30_EColi2172_1
EColi2173_1,C95_EColi2173_1,C90_EColi2173_1,C70_EColi2173_1,C50_EColi2173_1,C40_EColi1637_2,C30_EColi2173_1
EColi2174_2,C95_EColi2174_2,C90_EColi2174_2,C70_EColi2174_2,C50_EColi2174_2,C40_EColi2174_2,C30_EColi3377_2
EColi2175_2,C95_EColi2175_2,C90_EColi2175_2,C70_EColi2175_2,C50_EColi2175_2,C40_EColi2175_2,C30_EColi2175_2
EColi2176_2,C95_EColi2176_2,C90_EColi2176_2,C70_EColi2176_2,C50_EColi2176_2,C40_EColi4438_2,C30_EColi4438_2
EColi2177_1,C95_EColi2177_1,C90_EColi2177_1,C70_EColi2177_1,C50_EColi2177_1,C40_EColi2177_1,C30_EColi2177_1
EColi2178_1,C95_EColi2178_1,C90_EColi2178_1,C70_EColi2178_1,C50_EColi2178_1,C40_EColi2178_1,C30_EColi599_0
EColi2179_0,C95_EColi2179_0,C90_EColi2179_0,C70_EColi2179_0,C50_EColi1613_0,C40_EColi1613_0,C30_EColi2136_0
EColi2180_2,C95_EColi2180_2,C90_EColi2180_2,C70_EColi2180_2,C50_EColi2180_2,C40_EColi2180_2,C30_EColi2180_2
EColi2181_1,C95_EColi2181_1,C90_EColi2181_1,C70_EColi2181_1,C50_EColi2181_1,C40_EColi5439_2,C30_EColi5439_2
EColi2182_1,C95_EColi2182_1,C90_EColi2182_1,C70_EColi2182_1,C50_EColi2182_1,C40_EColi2182_1,C30_EColi1997_2
EColi2183_0,C95_EColi2183_0,C90_EColi2183_0,C70_EColi2183_0,C50_EColi2508_0,C40_EColi2508_0,C30_EColi2508_0
EColi2184_1,C95_EColi2184_1,C90_EColi2184_1,C70_EColi2184_1,C50_EColi2184_1,C40_EColi2184_1,C30_EColi244_1
EColi2185_2,C95_EColi2185_2,C90_EColi2185_2,C70_EColi2185_2,C50_EColi2185_2,C40_EColi3261_0,C30_EColi3261_0
EColi2186_1,C95_EColi2186_1,C90_EColi2186_1,C70_EColi2186_1,C50_EColi2186_1,C40_EColi2186_1,C30_EColi2186_1
EColi2187_2,C95_EColi2187_2,C90_EColi2187_2,C70_EColi2187_2,C50_EColi2187_2,C40_EColi2187_2,C30_EColi2187_2
EColi2188_1,C95_EColi2188_1,C90_EColi2188_1,C70_EColi2188_1,C50_EColi4804_0,C40_EColi892_1,C30_EColi1349_2
EColi2189_0,C95_EColi2189_0,C90_EColi2189_0,C70_EColi2189_0,C50_EColi2189_0,C40_EColi2189_0,C30_EColi2189_0
EColi2190_0,C95_EColi2190_0,C90_EColi2190_0,C70_EColi2190_0,C50_EColi2190_0,C40_EColi2506_2,C30_EColi2189_0
EColi2191_2,C95_EColi2191_2,C90_EColi2191_2,C70_EColi2191_2,C50_EColi2191_2,C40_EColi2191_2,C30_EColi2191_2
EColi2192_2,C95_EColi2192_2,C90_EColi2192_2,C70_EColi2192_2,C50_EColi2192_2,C40_EColi2192_2,C30_EColi2192_2
EColi2193_0,C95_EColi2193_0,C90_EColi2193_0,C70_EColi2193_0,C50_EColi2781_1,C40_EColi2781_1,C30_EColi2781_1
EColi2194_2,C95_EColi2194_2,C90_EColi2194_2,C70_EColi2194_2,C50_EColi2194_2,C40_EColi2194_2,C30_EColi1808_1
EColi2195_0,C95_EColi2195_0,C90_EColi2195_0,C70_EColi2195_0,C50_EColi2457_2,C40_EColi2457_2,C30_EColi2457_2
EColi2196_2,C95_EColi2196_2,C90_EColi2196_2,C70_EColi2196_2,C50_EColi2196_2,C40_EColi2196_2,C30_EColi5683_2
EColi2197_2,C95_EColi2197_2,C90_EColi2197_2,C70_EColi2197_2,C50_EColi2197_2,C40_EColi2197_2,C30_EColi2197_2
EColi2198_0,C95_EColi2198_0,C90_EColi2198_0,C70_EColi2198_0,C50_EColi2198_0,C40_EColi2198_0,C30_EColi2198_0
EColi2199_1,C95_EColi2199_1,C90_EColi2199_1,C70_EColi2199_1,C50_EColi2199_1,C40_EColi2199_1,C30_EColi2199_1
EColi2400_0,C95_EColi2400_0,C90_EColi2400_0,C70_EColi2400_0,C50_EColi2400_0,C40_EColi2400_0,C30_EColi2400_0
EColi2401_0,C95_EColi2401_0,C90_EColi2401_0,C70_EColi2401_0,C50_EColi1402_2,C40_EColi1402_2,C30_EColi987_2
EColi2402_2,C95_EColi2402_2,C90_EColi2402_2,C70_EColi2402_2,C50_EColi2402_2,C40_EColi2402_2,C30_EColi2402_2
EColi2403_1,C95_EColi2403_1,C90_EColi2403_1,C70_EColi2403_1,C50_EColi4983_1,C40_EColi2403_1,C30_EColi342_2
EColi2404_1,C95_EColi2404_1,C90_EColi2404_1,C70_EColi2404_1,C50_EColi2404_1,C40_EColi2404_1,C30_EColi2404_1
EColi2405_1,C95_EColi2405_1,C90_EColi2405_1,C70_EColi2405_1,C50_EColi2337_0,C40_EColi5823_0,C30_EColi3312_1
EColi2406_1,C95_EColi2406_1,C90_EColi2406_1,C70_EColi2406_1,C50_EColi2406_1,C40_EColi1818_1,C30_EColi1818_1
EColi2407_2,C95_EColi2407_2,C90_EColi2407_2,C70_EColi2407_2,C50_EColi2407_2,C40_EColi2407_2,C30_EColi2191_2
EColi2408_0,C95_EColi2408_0,C90_EColi2408_0,C70_EColi2408_0,C50_EColi2408_0,C40_EColi5934_0,C30_EColi5934_0
EColi2409_2,C95_EColi2409_2,C90_EColi2409_2,C70_EColi2409_2,C50_EColi2409_2,C40_EColi2409_2,C30_EColi2198_0
EColi2410_2,C95_EColi2410_2,C90_EColi2410_2,C70_EColi2410_2,C50_EColi4735_1,C40_EColi4735_1,C30_EColi4735_1
EColi2411_0,C95_EColi2411_0,C90_EColi2411_0,C70_EColi2411_0,C50_EColi2411_0,C40_EColi2411_0,C30_EColi3578_1
EColi2412_2,C95_EColi2412_2,C90_EColi2412_2,C70_EColi2412_2,C50_EColi2412_2,C40_EColi2412_2,C30_EColi2412_2
EColi2413_2,C95_EColi2413_2,C90_EColi2413_2,C70_EColi2413_2,C50_EColi2413_2,C40_EColi2413_2,C30_EColi3878_1
EColi2414_2,C95_EColi2414_2,C90_EColi2414_2,C70_EColi2414_2,C50_EColi2414_2,C40_EColi2414_2,C30_EColi2414_2
EColi2415_2,C95_EColi2415_2,C90_EColi2415_2,C70_EColi2415_2,C50_EColi2415_2,C40_EColi2415_2,C30_EColi2415_2
EColi2416_2,C95_EColi2416_2,C90_EColi2416_2,C70_EColi2416_2,C50_EColi5036_1,C40_EColi4136_1,C30_EColi4136_1
EColi2417_1,C95_EColi2417_1,C90_EColi2417_1,C70_EColi2417_1,C50_EColi2417_1,C40_EColi2417_1,C30_EColi2960_1
EColi2418_0,C95_EColi2418_0,C90_EColi2418_0,C70_EColi2418_0,C50_EColi2418_0,C40_EColi2418_0,C30_EColi2418_0
EColi2419_1,C95_EColi2419_1,C90_EColi2419_1,C70_EColi2419_1,C50_EColi2419_1,C40_EColi48_0,C30_EColi48_0
EColi2420_2,C95_EColi2420_2,C90_EColi2420_2,C70_EColi2420_2,C50_EColi2420_2,C40_EColi4135_1,C30_EColi4135_1
EColi2421_2,C95_EColi2421_2,C90_EColi2421_2,C70_EColi2421_2,C50_EColi2624_0,C40_EColi2624_0,C30_EColi2624_0
EColi2422_1,C95_EColi2422_1,C90_EColi2422_1,C70_EColi2422_1,C50_EColi2422_1,C40_EColi2422_1,C30_EColi2422_1
EColi2423_2,C95_EColi2423_2,C90_EColi2423_2,C70_EColi2423_2,C50_EColi2423_2,C40_EColi2423_2,C30_EColi2423_2
EColi2424_0,C95_EColi2424_0,C90_EColi2424_0,C70_EColi2424_0,C50_EColi2424_0,C40_EColi2424_0,C30_EColi2424_0
EColi2425_1,C95_EColi2425_1,C90_EColi2425_1,C70_EColi2425_1,C50_EColi2425_1,C40_EColi2425_1,C30_EColi2425_1
EColi2426_1,C95_EColi2426_1,C90_EColi2426_1,C70_EColi2426_1,C50_EColi4989_0,C40_EColi4989_0,C30_EColi4989_0
EColi2427_2,C95_EColi2427_2,C90_EColi2427_2,C70_EColi2427_2,C50_EColi2427_2,C40_EColi2427_2,C30_EColi2427_2
EColi2428_2,C95_EColi2428_2,C90_EColi2428_2,C70_EColi2428_2,C50_EColi2428_2,C40_EColi2428_2,C30_EColi2428_2
EColi2429_2,C95_EColi2429_2,C90_EColi2429_2,C70_EColi2429_2,C50_EColi2429_2,C40_EColi2429_2,C30_EColi3554_1
EColi2430_1,C95_EColi2430_1,C90_EColi2430_1,C70_EColi2430_1,C50_EColi2430_1,C40_EColi2430_1,C30_EColi2430_1
EColi2431_0,C95_EColi2431_0,C90_EColi2431_0,C70_EColi2431_0,C50_EColi2431_0,C40_EColi2431_0,C30_EColi2431_0
EColi2432_2,C95_EColi2432_2,C90_EColi2432_2,C70_EColi2432_2,C50_EColi2432_2,C40_EColi2432_2,C30_EColi2432_2
EColi2433_0,C95_EColi2433_0,C90_EColi2433_0,C70_EColi2433_0,C50_EColi2433_0,C40_EColi1007_1,C30_EColi1007_1
EColi2434_2,C95_EColi2434_2,C90_EColi2434_2,C70_EColi2434_2,C50_EColi1116_1,C40_EColi3874_2,C30_EColi3874_2
EColi2435_1,C95_EColi2435_1,C90_EColi2435_1,C70_EColi2435_1,C50_EColi2435_1,C40_EColi2435_1,C30_EColi2435_1
EColi2436_0,C95_EColi2436_0,C90_EColi2436_0,C70_EColi2436_0,C50_EColi1753_1,C40_EColi4894_2,C30_EColi4894_2
EColi2437_0,C95_EColi2437_0,C90_EColi2437_0,C70_EColi2437_0,C50_EColi1014_1,C40_EColi527_0,C30_EColi527_0
EColi2438_2,C95_EColi2438_2,C90_EColi2438_2,C70_EColi2438_2,C50_EColi2438_2,C40_EColi2438_2,C30_EColi5937_1
EColi2439_2,C95_EColi2439_2,C90_EColi2439_2,C70_EColi2439_2,C50_EColi2439_2,C40_EColi2439_2,C30_EColi2439_2
EColi2440_0,C95_EColi2440_0,C90_EColi2440_0,C70_EColi2440_0,C50_EColi2440_0,C40_EColi4569_0,C30_EColi4569_0
EColi2441_1,C95_EColi2441_1,C90_EColi2441_1,C70_EColi2441_1,C50_EColi2441_1,C40_EColi2441_1,C30_EColi2441_1
EColi2442_0,C95_EColi2442_0,C90_EColi2442_0,C70_EColi2442_0,C50_EColi3727_1,C40_EColi3727_1,C30_EColi1308_0
EColi2443_0,C95_EColi2443_0,C90_EColi2443_0,C70_EColi2443_0,C50_EColi2443_0,C40_EColi1494_1,C30_EColi1494_1
EColi2444_1,C95_EColi2444_1,C90_EColi2445_1,C70_EColi2445_1,C50_EColi2445_1,C40_EColi2445_1,C30_EColi4935_0
EColi2445_1,C95_EColi2445_1,C90_EColi2445_1,C70_EColi2445_1,C50_EColi2445_1,C40_EColi2445_1,C30_EColi4935_0
EColi2446_1,C95_EColi2446_1,C90_EColi2446_1,C70_EColi2446_1,C50_EColi2446_1,C40_EColi2446_1,C30_EColi2446_1
EColi2447_0,C95_EColi2447_0,C90_EColi2447_0,C70_EColi2447_0,C50_EColi2447_0,C40_EColi4982_1,C30_EColi3618_0
EColi2448_0,C95_EColi2448_0,C90_EColi2448_0,C70_EColi2448_0,C50_EColi2448_0,C40_EColi2448_0,C30_EColi2448_0
EColi2449_0,C95_EColi2449_0,C90_EColi2449_0,C70_EColi2449_0,C50_EColi2449_0,C40_EColi2449_0,C30_EColi2449_0
EColi2450_0,C95_EColi2450_0,C90_EColi2450_0,C70_EColi2450_0,C50_EColi2450_0,C40_EColi2450_0,C30_EColi2450_0
EColi2451_1,C95_EColi2451_1,C90_EColi2451_1,C70_EColi2451_1,C50_EColi2451_1,C40_EColi2451_1,C30_EColi2451_1
EColi2452_1,C95_EColi2452_1,C90_EColi2452_1,C70_EColi2452_1,C50_EColi2452_1,C40_EColi2452_1,C30_EColi2452_1
EColi2453_1,C95_EColi2453_1,C90_EColi2453_1,C70_EColi2453_1,C50_EColi2453_1,C40_EColi2453_1,C30_EColi4700_0
EColi2454_2,C95_EColi2454_2,C90_EColi2454_2,C70_EColi2454_2,C50_EColi2454_2,C40_EColi2454_2,C30_EColi2454_2
EColi2455_0,C95_EColi2455_0,C90_EColi2455_0,C70_EColi2455_0,C50_EColi2455_0,C40_EColi4653_0,C30_EColi4653_0
EColi2456_1,C95_EColi2456_1,C90_EColi2456_1,C70_EColi2456_1,C50_EColi2456_1,C40_EColi2456_1,C30_EColi2456_1
EColi2457_2,C95_EColi2457_2,C90_EColi2457_2,C70_EColi2457_2,C50_EColi2457_2,C40_EColi2457_2,C30_EColi2457_2
EColi2458_1,C95_EColi2458_1,C90_EColi2458_1,C70_EColi2458_1,C50_EColi2458_1,C40_EColi2458_1,C30_EColi2611_2
EColi2459_0,C95_EColi2459_0,C90_EColi2459_0,C70_EColi2459_0,C50_EColi2459_0,C40_EColi2459_0,C30_EColi2459_0
EColi2460_2,C95_EColi2460_2,C90_EColi2460_2,C70_EColi2460_2,C50_EColi2460_2,C40_EColi2460_2,C30_EColi245_1
EColi2461_0,C95_EColi2461_0,C90_EColi2461_0,C70_EColi2461_0,C50_EColi2461_0,C40_EColi2461_0,C30_EColi2461_0
EColi2462_2,C95_EColi2462_2,C90_EColi2462_2,C70_EColi2462_2,C50_EColi2462_2,C40_EColi2462_2,C30_EColi2462_2
EColi2463_0,C95_EColi2463_0,C90_EColi2463_0,C70_EColi2463_0,C50_EColi2463_0,C40_EColi2463_0,C30_EColi2463_0
EColi2464_2,C95_EColi2464_2,C90_EColi2464_2,C70_EColi2464_2,C50_EColi2464_2,C40_EColi256_0,C30_EColi2464_2
EColi2465_0,C95_EColi2465_0,C90_EColi2465_0,C70_EColi2465_0,C50_EColi2465_0,C40_EColi2465_0,C30_EColi2465_0
EColi2466_2,C95_EColi2466_2,C90_EColi2466_2,C70_EColi2466_2,C50_EColi2466_2,C40_EColi2466_2,C30_EColi2466_2
EColi2467_1,C95_EColi2467_1,C90_EColi2467_1,C70_EColi2467_1,C50_EColi2467_1,C40_EColi2467_1,C30_EColi2467_1
EColi2468_2,C95_EColi2468_2,C90_EColi2468_2,C70_EColi2468_2,C50_EColi2468_2,C40_EColi3157_2,C30_EColi4813_0
EColi2469_1,C95_EColi2469_1,C90_EColi2469_1,C70_EColi2469_1,C50_EColi2469_1,C40_EColi2469_1,C30_EColi1877_1
EColi2470_2,C95_EColi2470_2,C90_EColi2470_2,C70_EColi2470_2,C50_EColi1510_1,C40_EColi1510_1,C30_EColi1510_1
EColi2471_2,C95_EColi2471_2,C90_EColi2471_2,C70_EColi2471_2,C50_EColi2471_2,C40_EColi2471_2,C30_EColi2471_2
EColi2472_2,C95_EColi2472_2,C90_EColi2472_2,C70_EColi2472_2,C50_EColi2472_2,C40_EColi3680_0,C30_EColi3680_0
EColi2473_2,C95_EColi2473_2,C90_EColi2473_2,C70_EColi2473_2,C50_EColi2473_2,C40_EColi2473_2,C30_EColi2473_2
EColi2474_2,C95_EColi2474_2,C90_EColi2474_2,C70_EColi2474_2,C50_EColi2474_2,C40_EColi2474_2,C30_EColi2474_2
EColi2475_2,C95_EColi2475_2,C90_EColi2475_2,C70_EColi2475_2,C50_EColi2475_2,C40_EColi2475_2,C30_EColi5295_1
